selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,company_name,no_of_years
570000,72000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,Maruti,7
850000,90000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,Ford,4
155000,80000,Diesel,Individual,Manual,More than 2 owner,20.0,1399.0,68.0,5.0,Ford,11
270000,125000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0,Hyundai,11
610000,33000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,Maruti,7
1000000,50000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,Hyundai,7
450000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,9.0,Mahindra,10
500000,35000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0,Hyundai,4
700000,43000,Diesel,Individual,Manual,First Owner,27.4,1498.0,98.63,5.0,Honda,4
135000,60000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti,15
430000,148000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,9.0,Mahindra,10
625000,70000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,Hyundai,8
280000,96000,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,5.0,Nissan,11
800000,70000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,Mahindra,7
220000,70000,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5.0,Maruti,10
620000,18484,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,Maruti,5
300000,70000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7.0,Tata,11
180000,25000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,12
250000,120000,Diesel,Individual,Manual,More than 2 owner,22.07,1199.0,73.9,5.0,Volkswagen,9
480000,55000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,Maruti,5
885000,10000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,121.31,5.0,Ford,3
550000,60000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,Mahindra,2
800000,30000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,Maruti,4
180000,65000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,Hyundai,9
200000,27000,Petrol,Individual,Manual,First Owner,19.3,1248.0,0.0,5.0,Maruti,12
380000,50000,Diesel,Individual,Manual,Second Owner,21.9,1396.0,88.76,5.0,Hyundai,10
520000,2560,Petrol,Individual,Automatic,First Owner,24.0,1199.0,83.81,5.0,Tata,3
90000,60000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti,18
330000,80000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,Maruti,6
40000,50000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti,23
370000,120000,Diesel,Individual,Manual,First Owner,18.2,1248.0,73.8,8.0,Chevrolet,7
290000,120000,Petrol,Individual,Manual,Second Owner,16.8,1497.0,116.3,5.0,Honda,13
215000,47000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,Hyundai,9
1282000,45000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,Tata,5
610000,90000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,Toyota,10
380000,110000,Diesel,Individual,Manual,Second Owner,21.27,1396.0,88.76,5.0,Hyundai,9
1250000,95000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,Mahindra,5
400000,103655,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.3,5.0,Hyundai,10
700000,25000,Petrol,Individual,Automatic,Second Owner,17.4,1197.0,81.86,5.0,Hyundai,4
650000,80000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,Renault,8
95000,50000,Petrol,Individual,Manual,Second Owner,25.4,624.0,37.5,4.0,Tata,8
1147000,56975,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,Mahindra,7
150000,110000,Petrol,Individual,Manual,First Owner,0.0,1086.0,62.0,5.0,Hyundai,12
120000,80000,Petrol,Individual,Manual,More than 2 owner,19.7,796.0,46.3,5.0,Maruti,14
130000,74770,CNG,Individual,Manual,More than 2 owner,19.3,1248.0,0.0,5.0,Hyundai,19
180000,187000,Diesel,Dealer,Manual,Second Owner,17.8,1399.0,68.0,5.0,Ford,12
325000,69000,Diesel,Dealer,Manual,First Owner,18.6,1388.0,67.0,5.0,Ford,9
550000,206000,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,5.0,Ford,7
950000,27000,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,5.0,Ford,4
500000,132000,Diesel,Dealer,Manual,Second Owner,22.7,1498.0,89.84,5.0,Ford,8
725000,75000,Diesel,Dealer,Manual,First Owner,26.1,1498.0,99.23,5.0,Ford,5
500000,18000,Petrol,Dealer,Manual,Second Owner,18.5,1194.0,94.93,5.0,Ford,7
180000,218000,Diesel,Individual,Manual,First Owner,21.0,1461.0,64.1,5.0,Mahindra,11
650000,10000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai,6
285000,80000,Diesel,Individual,Manual,First Owner,17.8,1248.0,75.0,5.0,Maruti,12
210000,215000,Diesel,Individual,Manual,First Owner,21.0,1461.0,64.1,5.0,Mahindra,11
200000,137000,Diesel,Individual,Manual,First Owner,17.8,1399.0,67.0,5.0,Ford,10
295000,65000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,Volkswagen,11
160000,120000,Petrol,Individual,Manual,More than 2 owner,17.7,1497.0,78.0,5.0,Honda,15
450000,10000,Petrol,Individual,Automatic,First Owner,23.1,998.0,67.04,5.0,Maruti,5
385000,20000,Petrol,Individual,Manual,First Owner,20.62,1198.0,67.0,7.0,Datsun,6
350000,93500,Diesel,Individual,Manual,Second Owner,18.6,1388.0,67.0,5.0,Ford,11
2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,Jaguar,5
5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,Lexus,3
3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,Jaguar,5
503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,Tata,7
3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,Volvo,3
2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,Toyota,6
225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,Maruti,9
740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti,4
550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,Honda,6
750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,Toyota,9
650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti,3
625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,Toyota,5
600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti,4
450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,Hyundai,5
5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW,3
5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW,3
779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,Honda,3
645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,Skoda,6
2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,Volvo,4
2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,Jaguar,5
5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,Lexus,3
3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,Jaguar,5
503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,Tata,7
3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,Volvo,3
2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,Toyota,6
225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,Maruti,9
740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti,4
550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,Honda,6
750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,Toyota,9
650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti,3
625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,Toyota,5
600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti,4
450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,Hyundai,5
5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW,3
5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW,3
779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,Honda,3
645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,Skoda,6
2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,Volvo,4
558000,70000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,Maruti,3
165000,56000,Petrol,Individual,Manual,More than 2 owner,17.92,1086.0,62.1,5.0,Hyundai,12
300000,80000,Diesel,Individual,Manual,Second Owner,21.9,1396.0,88.76,5.0,Hyundai,10
500000,5000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,Hyundai,3
900000,100000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,Mahindra,10
830000,60000,Diesel,Individual,Automatic,More than 2 owner,11.0,2993.0,235.0,5.0,BMW,14
890000,70000,Diesel,Individual,Automatic,More than 2 owner,19.3,1248.0,0.0,5.0,BMW,14
640000,65000,Diesel,Individual,Manual,Second Owner,21.14,1498.0,103.52,5.0,Skoda,8
900000,70000,Diesel,Individual,Manual,More than 2 owner,15.4,2179.0,120.0,7.0,Mahindra,7
450000,60000,Diesel,Individual,Manual,First Owner,18.2,1248.0,73.8,7.0,Chevrolet,9
825000,82000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,Maruti,4
500000,80000,Diesel,Individual,Manual,Second Owner,13.7,2179.0,138.1,7.0,Tata,9
325000,5000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,6.0,Mahindra,5
450000,133000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,Renault,8
675000,25000,Petrol,Individual,Manual,Second Owner,17.5,1199.0,88.7,5.0,Honda,5
415000,15000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,Tata,5
1100000,40000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,Hyundai,5
500000,35000,Petrol,Individual,Manual,First Owner,17.0,1198.0,73.75,5.0,Volkswagen,6
509999,70000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,Mahindra,8
200000,152000,Diesel,Individual,Manual,More than 2 owner,10.5,2609.0,120.0,9.0,Mahindra,15
60000,100000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti,15
500000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.3,5.0,Hyundai,9
45000,100000,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,5.0,Tata,13
270000,50000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,5
550000,40000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,Hyundai,5
235000,60000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,Renault,6
600000,40000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai,4
525000,60000,Diesel,Individual,Manual,First Owner,27.3,1498.0,98.6,5.0,Honda,7
325000,90000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,Maruti,10
420000,90000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti,8
229999,60000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,Maruti,8
375000,80000,Diesel,Individual,Manual,More than 2 owner,23.4,1248.0,74.0,5.0,Maruti,9
750000,120000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,8.0,Mahindra,10
400000,40000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata,4
600000,91000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,Mahindra,9
110000,80000,Petrol,Individual,Manual,More than 2 owner,17.8,1086.0,63.0,5.0,Hyundai,14
45000,73257,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,Maruti,15
722000,80000,Diesel,Individual,Manual,First Owner,0.0,2523.0,70.0,2.0,Mahindra,3
500000,15000,Petrol,Individual,Manual,First Owner,23.84,1199.0,83.83,5.0,Tata,2
250000,110000,Diesel,Individual,Manual,Second Owner,18.1,1493.0,110.0,5.0,Hyundai,15
950000,40000,Diesel,Individual,Manual,First Owner,21.13,1498.0,108.6,5.0,Skoda,4
375000,212000,Diesel,Individual,Manual,First Owner,21.64,1461.0,84.8,5.0,Nissan,9
780000,30000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,Maruti,4
575000,30000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,Hyundai,4
563000,30000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,Hyundai,5
450000,15000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata,5
2300000,1000,Diesel,Individual,Automatic,First Owner,13.68,2393.0,147.51,7.0,Toyota,2
80000,26320,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,Maruti,23
320000,135000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0,Hyundai,12
375000,100000,Petrol,Individual,Manual,More than 2 owner,13.5,1799.0,130.0,5.0,Honda,14
400000,120000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,Maruti,5
600000,230000,Diesel,Individual,Manual,First Owner,14.0,2498.0,112.0,7.0,Mahindra,11
315000,60000,Petrol,Individual,Manual,Second Owner,23.01,999.0,67.0,5.0,Renault,6
1100000,80000,Diesel,Individual,Automatic,Second Owner,16.07,1995.0,181.0,5.0,BMW,10
350000,190000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,Maruti,12
375000,120000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,Maruti,6
1050000,217000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,Toyota,9
130000,90000,Diesel,Individual,Manual,More than 2 owner,19.3,1248.0,0.0,5.0,Ford,17
350000,29000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,Maruti,7
170000,120000,CNG,Individual,Manual,More than 2 owner,19.3,1248.0,0.0,5.0,Hyundai,11
120000,120000,Petrol,Individual,Manual,More than 2 owner,18.9,1061.0,67.0,5.0,Maruti,12
819999,90000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,Mahindra,7
700000,30000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai,4
451999,30000,Petrol,Individual,Automatic,Second Owner,23.1,998.0,67.04,5.0,Maruti,4
500000,56000,Petrol,Individual,Manual,More than 2 owner,18.9,1197.0,82.0,5.0,Hyundai,6
1250000,90000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8.0,Toyota,7
500000,120000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra,7
490000,60000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti,7
200000,147000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,Maruti,14
240000,35000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,Maruti,10
655000,19500,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai,4
620000,38426,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,Hyundai,4
450000,35000,Petrol,Individual,Manual,Second Owner,20.4,1197.0,83.11,5.0,Maruti,7
310000,35000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,Maruti,8
150000,50000,Petrol,Individual,Manual,More than 2 owner,19.7,796.0,46.3,5.0,Maruti,15
180000,120000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5.0,Chevrolet,10
150000,120000,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5.0,Tata,11
160000,112000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,Ford,11
600000,70000,Diesel,Individual,Manual,More than 2 owner,14.0,2523.0,75.0,8.0,Mahindra,9
380000,145000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0,Skoda,10
120000,135000,Diesel,Individual,Manual,First Owner,17.0,1405.0,70.0,5.0,Tata,15
350000,500000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.57,7.0,Toyota,11
135000,146000,Diesel,Individual,Manual,First Owner,19.61,1405.0,70.0,5.0,Tata,10
610000,10000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,Hyundai,4
260000,50000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.5,5.0,Volkswagen,2
500000,25000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,Hyundai,5
220000,20000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,Renault,6
121000,70000,Petrol,Individual,Manual,Second Owner,13.5,1799.0,130.0,5.0,Honda,16
350000,50000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.01,5.0,Tata,5
2200000,25000,Diesel,Individual,Automatic,Second Owner,15.17,1968.0,181.0,5.0,Audi,4
280000,100000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0,Hyundai,11
919999,20000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,Tata,2
320000,155000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0,Hyundai,11
140000,70000,Diesel,Individual,Manual,More than 2 owner,20.0,1399.0,68.0,5.0,Ford,10
310000,25000,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5.0,Maruti,10
65000,120000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti,16
300000,90000,Diesel,Individual,Manual,First Owner,18.2,1248.0,73.8,7.0,Chevrolet,9
2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,Jaguar,5
5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,Lexus,3
3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,Jaguar,5
503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,Tata,7
3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,Volvo,3
2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,Toyota,6
225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,Maruti,9
740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti,4
550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,Honda,6
750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,Toyota,9
650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti,3
625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,Toyota,5
600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti,4
450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,Hyundai,5
5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW,3
5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW,3
779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,Honda,3
645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,Skoda,6
2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,Volvo,4
575000,110000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,Mahindra,11
440000,110000,Diesel,Individual,Manual,Second Owner,13.49,2179.0,138.03,5.0,Tata,8
380000,100000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,Maruti,10
140000,116700,Petrol,Individual,Manual,More than 2 owner,15.0,1368.0,90.0,5.0,Tata,12
475000,25000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,Tata,7
200000,200000,Diesel,Individual,Manual,More than 2 owner,13.0,2489.0,95.0,8.0,Mahindra,11
400000,176062,Diesel,Individual,Manual,First Owner,17.8,1248.0,75.0,5.0,Maruti,12
425000,250000,Diesel,Individual,Manual,More than 2 owner,12.8,2494.0,102.0,8.0,Toyota,14
68000,70000,Petrol,Individual,Manual,Second Owner,19.3,1248.0,0.0,5.0,Hyundai,19
509999,82000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,Honda,7
275000,80000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,Hyundai,12
650000,40000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.74,7.0,Chevrolet,5
1850000,14000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,Jeep,3
650000,129000,Diesel,Individual,Manual,First Owner,19.72,1461.0,108.45,5.0,Renault,8
360000,60000,Diesel,Individual,Manual,Second Owner,20.5,1248.0,91.7,5.0,Fiat,6
650000,82000,Diesel,Individual,Automatic,First Owner,21.73,1498.0,108.62,5.0,Volkswagen,4
2000000,77500,Diesel,Individual,Automatic,More than 2 owner,12.7,2179.0,187.7,5.0,Land,9
675000,50000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.74,7.0,Chevrolet,5
50000,40000,Petrol,Individual,Manual,More than 2 owner,16.1,796.0,37.0,4.0,Maruti,16
445000,39500,Petrol,Individual,Manual,First Owner,20.52,1197.0,81.8,5.0,Maruti,5
750000,40000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.76,5.0,Hyundai,4
425000,56000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,Maruti,10
57000,110000,Diesel,Individual,Manual,More than 2 owner,19.3,1248.0,0.0,5.0,Peugeot,25
850000,54000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai,5
400000,20000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,Maruti,6
200000,55896,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,5.0,Tata,8
550000,35000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,Honda,6
250000,97000,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,5.0,Honda,10
206000,120000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,Maruti,8
290000,50000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai,8
45000,30400,Petrol,Individual,Manual,More than 2 owner,26.0,624.0,35.0,4.0,Tata,12
1200000,15000,Diesel,Individual,Manual,First Owner,20.0,1497.0,115.0,5.0,Mahindra,3
220000,110000,Diesel,Individual,Manual,More than 2 owner,21.64,1461.0,84.8,5.0,Nissan,10
515000,120000,Diesel,Individual,Automatic,Second Owner,14.84,2143.0,170.0,5.0,Mercedes-Benz,14
170000,100000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti,12
260000,120000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,Maruti,12
315000,130000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,Volkswagen,10
225000,76000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,Maruti,11
420000,110000,Diesel,Individual,Manual,More than 2 owner,19.33,1968.0,138.1,5.0,Volkswagen,10
525000,96000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,8.0,Mahindra,11
670000,90000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.0,5.0,Maruti,4
220000,110000,Diesel,Individual,Manual,More than 2 owner,21.64,1461.0,84.8,5.0,Nissan,10
250000,25000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5.0,Ford,9
229999,90000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,Maruti,13
229999,164000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,Maruti,13
300000,120000,Petrol,Individual,Manual,Second Owner,18.0,1198.0,86.7,5.0,Honda,9
165000,66000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0,Maruti,12
295000,250000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,7.0,Tata,12
360000,157000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.3,5.0,Hyundai,11
380000,157000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.3,5.0,Hyundai,11
300000,35000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,Renault,5
320000,100000,Diesel,Individual,Manual,Second Owner,12.7,2609.0,116.6,9.0,Mahindra,14
325000,70000,Petrol,Individual,Manual,Second Owner,19.44,1198.0,67.0,7.0,Datsun,6
160000,30000,Diesel,Individual,Manual,Second Owner,21.12,1248.0,88.8,5.0,Tata,12
630000,40000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,Mahindra,4
600000,5000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,Maruti,2
229999,30000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,Maruti,8
440000,70000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,Maruti,8
90000,60000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0,Chevrolet,15
750000,60000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,Maruti,5
330000,80000,Petrol,Individual,Manual,Second Owner,16.8,1497.0,116.3,5.0,Honda,10
715000,70000,Diesel,Individual,Manual,Second Owner,28.09,1248.0,88.5,5.0,Maruti,6
250000,150000,Diesel,Individual,Manual,Second Owner,20.86,1199.0,75.0,5.0,Skoda,9
120000,150000,Petrol,Individual,Manual,Second Owner,18.2,1061.0,64.0,5.0,Maruti,15
100000,25000,Petrol,Individual,Manual,More than 2 owner,14.2,1597.0,92.0,5.0,Ford,18
